9,19,19,3,19,3,10,12,2,4
9,20,8,4,16,9,9,4,12,9
7,12,16,12,14,6,8,12,4,9
4,15,16,8,20,6,14,5,5,7
9,13,27,1,9,6,5,18,4,8
7,7,25,5,18,12,15,3,4,4
8,13,16,10,9,3,11,13,10,7
10,12,24,5,14,5,12,8,6,4
14,18,12,4,20,2,14,6,3,7
13,18,15,6,8,9,14,6,8,3
