4,14,10,16,5,13,6,15,10,7
11,8,12,12,16,7,11,6,6,11
13,11,11,10,12,10,11,2,10,10
11,9,9,9,11,7,13,9,9,13
10,10,11,11,12,13,6,9,11,7
16,7,10,7,6,11,6,13,12,12
9,8,10,11,9,9,8,10,11,15
6,6,5,11,14,11,8,16,16,7
7,5,9,12,10,12,10,15,12,8
6,7,10,7,7,5,14,16,20,8
