8,12,12,16,12,8,7,9,5,11
6,14,15,11,13,8,5,11,6,11
8,12,7,11,9,10,17,6,8,12
14,6,17,13,9,5,15,5,5,11
12,18,17,5,16,7,9,5,6,5
8,18,9,14,6,6,10,10,12,7
10,12,11,8,5,15,8,8,8,15
8,18,14,13,18,7,7,5,6,4
15,14,13,7,7,10,7,5,13,9
25,11,17,11,7,4,5,10,7,3
